tax_id	taxonomy	type	name	kingdom	score	score_normalized	reads	unambiguous	reference_length
258	root|cellular_organisms|Bacteria|FCB_group|Bacteroidetes/Chlorobi_group|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Sphingobacterium|Sphingobacterium_spiritivorum	species	Sphingobacterium_spiritivorum	Bacteria	0.1	2.664970902520023E-6	1	0	0
259	root|cellular_organisms|Bacteria|FCB_group|Bacteroidetes/Chlorobi_group|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Sphingobacterium|Sphingobacterium_thalpophilum	species	Sphingobacterium_thalpophilum	Bacteria	4.392857142857142	1.1706836464641529E-4	14	0	0
33029	root|cellular_organisms|Bacteria|Terrabacteria_group|Firmicutes|Tissierellia|Tissierellales|Peptoniphilaceae|Anaerococcus|Anaerococcus_hydrogenalis	species	Anaerococcus_hydrogenalis	Bacteria	9.12316715542522	2.431297500803458E-4	11	9	0
1147159	root|cellular_organisms|Bacteria|Terrabacteria_group|Firmicutes|Bacilli|Bacillales|Bacillaceae|Ornithinibacillus|Ornithinibacillus_scapharcae	species	Ornithinibacillus_scapharcae	Bacteria	0.08968275664557787	2.3900193691824927E-6	4	0	0
33030	root|cellular_organisms|Bacteria|Terrabacteria_group|Firmicutes|Tissierellia|Tissierellales|Peptoniphilaceae|Peptoniphilus|Peptoniphilus_indolicus	species	Peptoniphilus_indolicus	Bacteria	373.510418747918	0.00995394397751271	684	227	0
327939	root|cellular_organisms|Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Pseudoalteromonadaceae|Pseudoalteromonas|Pseudoalteromonas_byunsanensis	species	Pseudoalteromonas_byunsanensis	Bacteria	0.0031545741324921135	8.406848272933827E-8	1	0	4743224
33031	root|cellular_organisms|Bacteria|Terrabacteria_group|Firmicutes|Tissierellia|Tissierellales|Peptoniphilaceae|Peptoniphilus|Peptoniphilus_lacrimalis	species	Peptoniphilus_lacrimalis	Bacteria	61.42400595577004	0.001636931885883438	210	24	0
33032	root|cellular_organisms|Bacteria|Terrabacteria_group|Firmicutes|Tissierellia|Tissierellales|Peptoniphilaceae|Anaerococcus|Anaerococcus_lactolyticus	species	Anaerococcus_lactolyticus	Bacteria	13.891207652075689	3.70196641936452E-4	55	7	0
1458462	root|cellular_organisms|Bacteria|Terrabacteria_group|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|unclassified_Lachnospiraceae|Lachnospiraceae_bacterium_AC2029	species	Lachnospiraceae_bacterium_AC2029	Bacteria	1.2990068477088317	3.4618154513182955E-5	7	0	3859732
265	root|cellular_organisms|Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Paracoccus	genus	Paracoccus	Bacteria	0.39760863759147624	1.0596154497719133E-5	7	0	0
33033	root|cellular_organisms|Bacteria|Terrabacteria_group|Firmicutes|Tissierellia|Tissierellales|Peptoniphilaceae|Parvimonas|Parvimonas_micra	species	Parvimonas_micra	Bacteria	36.769308469308456	9.798913717649009E-4	126	8	1627009
1458463	root|cellular_organisms|Bacteria|Terrabacteria_group|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Butyrivibrio|Butyrivibrio_sp._AE2032	species	Butyrivibrio_sp._AE2032	Bacteria	1.0883186689285476	2.900337585363902E-5	9	0	7345997
33034	root|cellular_organisms|Bacteria|Terrabacteria_group|Firmicutes|Tissierellia|Tissierellales|Peptoniphilaceae|Anaerococcus|Anaerococcus_prevotii	species	Anaerococcus_prevotii	Bacteria	32.31647143705967	8.612245605188345E-4	56	28	0
33035	root|cellular_organisms|Bacteria|Terrabacteria_group|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Blautia|Blautia_producta	species	Blautia_producta	Bacteria	0.5	1.3324854512600115E-5	2	0	0
1769751	root|cellular_organisms|Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Rhodospirillaceae|Thalassospira|Thalassospira_sp._MCCC_1A02491	species	Thalassospira_sp._MCCC_1A02491	Bacteria	0.01905453225660103	5.077977402497094E-7	2	0	3388296
33036	root|cellular_organisms|Bacteria|Terrabacteria_group|Firmicutes|Tissierellia|Tissierellales|Peptoniphilaceae|Anaerococcus|Anaerococcus_tetradius	species	Anaerococcus_tetradius	Bacteria	4.029902564596708	1.0739573074641044E-4	43	0	0
1245471	root|cellular_organisms|Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas_aeruginosa_group|Pseudomonas_resinovorans|Pseudomonas_resinovorans_NBRC_106553	no_rank	Pseudomonas_resinovorans_NBRC_106553	Bacteria	0.2878750576305896	7.671786521467962E-6	6	0	6484828
33037	root|cellular_organisms|Bacteria|Terrabacteria_group|Firmicutes|Tissierellia|Tissierellales|Peptoniphilaceae|Anaerococcus|Anaerococcus_vaginalis	species	Anaerococcus_vaginalis	Bacteria	14.218147893745737	3.789095042455874E-4	60	0	0
33038	root|cellular_organisms|Bacteria|Terrabacteria_group|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Blautia|[Ruminococcus]_gnavus	species	[Ruminococcus]_gnavus	Bacteria	3.0650177187344534	8.168183036135619E-5	23	1	0
33039	root|cellular_organisms|Bacteria|Terrabacteria_group|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Blautia|[Ruminococcus]_torques	species	[Ruminococcus]_torques	Bacteria	1.2525238600181838	3.3379396416605223E-5	16	0	0
164114	root|cellular_organisms|Bacteria|Terrabacteria_group|Actinobacteria|Actinobacteria|Streptomycetales|Streptomycetaceae|Streptomyces|Streptomyces_griseus_group|Streptomyces_microflavus_subgroup|Streptomyces_luridiscabiei	species	Streptomyces_luridiscabiei	Bacteria	0.02857142857142857	7.614202578628638E-7	1	0	7921781
33042	root|cellular_organisms|Bacteria|Terrabacteria_group|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Coprococcus	genus	Coprococcus	Bacteria	29.848599274788036	7.954564854829032E-4	400	8	0
33043	root|cellular_organisms|Bacteria|Terrabacteria_group|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Coprococcus|Coprococcus_eutactus	species	Coprococcus_eutactus	Bacteria	15.683704919522878	4.179661725423861E-4	245	3	0
1720576	root|cellular_organisms|Bacteria|Terrabacteria_group|Actinobacteria|Actinobacteria|Corynebacteriales|Mycobacteriaceae|Mycobacterium|Mycobacterium_chelonae_group|Mycobacterium_sp._HXVII	species	Mycobacterium_sp._HXVII	Bacteria	0.011111111111111112	2.9610787805778035E-7	1	0	5620117
1769729	root|cellular_organisms|Bacteria|Terrabacteria_group|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Hathewaya	genus	Hathewaya	Bacteria	1.6038545124071437	4.2742256074404775E-5	18	0	0
283	root|cellular_organisms|Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Comamonas	genus	Comamonas	Bacteria	84.48247058470352	0.0022514332588123866	222	39	0
1720577	root|cellular_organisms|Bacteria|Terrabacteria_group|Actinobacteria|Actinobacteria|Corynebacteriales|Mycobacteriaceae|Mycobacterium|Mycobacterium_chelonae_group|Mycobacterium_sp._HXXIII	species	Mycobacterium_sp._HXXIII	Bacteria	0.011111111111111112	2.9610787805778035E-7	1	0	5724611
196894	root|Viruses|dsDNA_viruses,_no_RNA_stage|Caudovirales|Siphoviridae|unclassified_Siphoviridae	no_rank	unclassified_Siphoviridae	Viruses	0.5	0.05595754944524843	1	0	0
285	root|cellular_organisms|Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Comamonas|Comamonas_testosteroni	species	Comamonas_testosteroni	Bacteria	6.73956163263577	1.7960735646714668E-4	35	3	0
286	root|cellular_organisms|Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas	genus	Pseudomonas	Bacteria	329.70342588744586	0.008786500364512138	934	40	0
33055	root|cellular_organisms|Bacteria|Proteobacteria|Betaproteobacteria|unclassified_Betaproteobacteria|Kinetoplastibacterium	genus	Kinetoplastibacterium	Bacteria	0.46227824463118583	1.2319580708101434E-5	9	0	0
287	root|cellular_organisms|Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas_aeruginosa_group|Pseudomonas_aeruginosa	species	Pseudomonas_aeruginosa	Bacteria	0.03440041273250506	9.167609896680531E-7	3	0	0
288	root|cellular_organisms|Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Pseudoalteromonadaceae|Pseudoalteromonas|Pseudoalteromonas_atlantica	species	Pseudoalteromonas_atlantica	Bacteria	0.011360500401270637	3.0275403007453296E-7	4	0	0
33056	root|cellular_organisms|Bacteria|Proteobacteria|Betaproteobacteria|unclassified_Betaproteobacteria|Kinetoplastibacterium|Candidatus_Kinetoplastibacterium_crithidii	species	Candidatus_Kinetoplastibacterium_crithidii	Bacteria	0.13006535947712417	3.4662039843234285E-6	6	0	0
114977	root|cellular_organisms|Bacteria|Terrabacteria_group|Actinobacteria|Actinobacteria|Corynebacteriales|Mycobacteriaceae|Mycobacterium|Mycobacterium_acapulcensis	species	Mycobacterium_acapulcensis	Bacteria	0.011111111111111112	2.9610787805778035E-7	1	0	5286890
33057	root|cellular_organisms|Bacteria|Proteobacteria|Betaproteobacteria|Rhodocyclales|Rhodocyclaceae|Thauera	genus	Thauera	Bacteria	12.15160463948635	3.238367278315845E-4	158	5	0
573737	root|cellular_organisms|Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Pandoraea|Pandoraea_oxalativorans	species	Pandoraea_oxalativorans	Bacteria	0.07402671213412901	1.972790338466797E-6	5	0	6500731
33059	root|cellular_organisms|Bacteria|Proteobacteria|Acidithiobacillia|Acidithiobacillales|Acidithiobacillaceae|Acidithiobacillus|Acidithiobacillus_caldus	species	Acidithiobacillus_caldus	Bacteria	0.25	6.662427256300058E-6	1	0	0
292	root|cellular_organisms|Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Burkholderia|Burkholderia_cepacia_complex|Burkholderia_cepacia	species	Burkholderia_cepacia	Bacteria	0.49332399626517276	1.3146940955615819E-5	6	0	0
33060	root|cellular_organisms|Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Yersinia|Yersinia_mollaretii	species	Yersinia_mollaretii	Bacteria	0.15187372469090663	4.04739057158603E-6	14	0	0
294	root|cellular_organisms|Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas_fluorescens_group|Pseudomonas_fluorescens	species	Pseudomonas_fluorescens	Bacteria	0.002544529262086514	6.781096444071305E-8	1	0	0
1032488	root|cellular_organisms|Bacteria|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|Neisseria|Neisseria_shayeganii|Neisseria_shayeganii_871	no_rank	Neisseria_shayeganii_871	Bacteria	1696.8970597858756	0.045221812889011385	2567	1484	2354550
296	root|cellular_organisms|Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas_chlororaphis_group|Pseudomonas_fragi	species	Pseudomonas_fragi	Bacteria	0.002564102564102564	6.833258724410316E-8	1	0	5101809
1458492	root|cellular_organisms|Bacteria|FCB_group|Bacteroidetes/Chlorobi_group|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Myroides|Myroides_sp._ZB35	species	Myroides_sp._ZB35	Bacteria	0.7251284964133968	1.9324463435297977E-5	15	0	4065010
1032480	root|cellular_organisms|Bacteria|Terrabacteria_group|Actinobacteria|Actinobacteria|Propionibacteriales|Propionibacteriaceae|Microlunatus|Microlunatus_phosphovorus|Microlunatus_phosphovorus_NM-1	no_rank	Microlunatus_phosphovorus_NM-1	Bacteria	0.8333333333333334	2.220809085433353E-5	4	0	5683123
303	root|cellular_organisms|Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas_putida_group|Pseudomonas_putida	species	Pseudomonas_putida	Bacteria	0.005108631826189078	1.3614355168481623E-7	2	0	0
196914	root|cellular_organisms|Bacteria|Terrabacteria_group|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Actinoplanes|Actinoplanes_friuliensis	species	Actinoplanes_friuliensis	Bacteria	0.02564102564102564	6.833258724410316E-7	1	0	0
305	root|cellular_organisms|Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Ralstonia|Ralstonia_solanacearum	species	Ralstonia_solanacearum	Bacteria	0.45673424284924985	1.2171834673777649E-5	4	0	0
1245472	root|cellular_organisms|Bacteria|Terrabacteria_group|Actinobacteria|Actinobacteria|Streptosporangiales|Nocardiopsaceae|Nocardiopsis|Nocardiopsis_halophila|Nocardiopsis_halophila_DSM_44494	no_rank	Nocardiopsis_halophila_DSM_44494	Bacteria	0.37896825396825395	1.009939369804215E-5	3	0	6320069
1458469	root|cellular_organisms|Bacteria|Terrabacteria_group|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Pseudobutyrivibrio|Pseudobutyrivibrio_ruminis|Pseudobutyrivibrio_ruminis_HUN009	no_rank	Pseudobutyrivibrio_ruminis_HUN009	Bacteria	0.49364993186850614	1.3155627044605608E-5	7	0	2804489
65842	root|cellular_organisms|Bacteria|FCB_group|Fibrobacteres	phylum	Fibrobacteres	Bacteria	7.627041346215131	2.0325843259980472E-4	188	0	0
1032506	root|cellular_organisms|Bacteria|FCB_group|Bacteroidetes/Chlorobi_group|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella_sp._MSX73	species	Prevotella_sp._MSX73	Bacteria	6.073180109977408	1.6184848278853148E-4	17	5	3164912
1032505	root|cellular_organisms|Bacteria|Fusobacteria|Fusobacteriia|Fusobacteriales|Fusobacteriaceae|Fusobacterium|Fusobacterium_sp._OBRC1	species	Fusobacterium_sp._OBRC1	Bacteria	1639.120211732707	0.04368207670000124	5167	421	2497272
1081640	root|cellular_organisms|Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Sphingomonas|Sphingomonas_elodea|Sphingomonas_elodea_ATCC_31461	no_rank	Sphingomonas_elodea_ATCC_31461	Bacteria	0.5	1.3324854512600115E-5	1	0	4124388
316	root|cellular_organisms|Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas_stutzeri_group|Pseudomonas_stutzeri_subgroup|Pseudomonas_stutzeri	species	Pseudomonas_stutzeri	Bacteria	2.913516083271615	7.764435585942959E-5	11	2	4547930
33084	root|cellular_organisms|Eukaryota|Amoebozoa|Archamoebae|Entamoebidae	family	Entamoebidae	Eukaryota	0.2	0.0829594894820267	1	0	0
885040	root|cellular_organisms|Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Enterobacter|Enterobacter_soli	species	Enterobacter_soli	Bacteria	0.10154976973843385	2.706271815105346E-6	22	0	0
317	root|cellular_organisms|Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas_syringae_group|Pseudomonas_syringae_group_genomosp._1|Pseudomonas_syringae	species	Pseudomonas_syringae	Bacteria	0.48311503982743964	1.2874875237099288E-5	29	0	0
319	root|cellular_organisms|Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas_syringae_group|Pseudomonas_syringae_group_genomosp._2|Pseudomonas_savastanoi|Pseudomonas_savastanoi_pv._phaseolicola	no_rank	Pseudomonas_savastanoi_pv._phaseolicola	Bacteria	0.002544529262086514	6.781096444071305E-8	1	0	0
1130798	root|cellular_organisms|Bacteria|Terrabacteria_group|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus_mucosae|Lactobacillus_mucosae_LM1	no_rank	Lactobacillus_mucosae_LM1	Bacteria	0.00914726913129469	2.437720607241996E-7	2	0	2434610
541000	root|cellular_organisms|Bacteria|Terrabacteria_group|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae	family	Ruminococcaceae	Bacteria	217.10208749315973	0.005785707460456271	1153	30	0
442694	root|cellular_organisms|Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Xanthomonas|Xanthomonas_perforans	species	Xanthomonas_perforans	Bacteria	0.08476621417797889	2.2589949430109397E-6	3	0	0
321	root|cellular_organisms|Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas_syringae_group|Pseudomonas_syringae_group_genomosp._1|Pseudomonas_syringae|Pseudomonas_syringae_pv._syringae	no_rank	Pseudomonas_syringae_pv._syringae	Bacteria	0.48311503982743964	1.2874875237099288E-5	29	0	0
213312	root|cellular_organisms|Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Herbaspirillum|Herbaspirillum_lusitanum	species	Herbaspirillum_lusitanum	Bacteria	0.0786503547287861	2.0960090682509308E-6	5	0	0
323	root|cellular_organisms|Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas_syringae_group|Pseudomonas_syringae_group_genomosp._3|Pseudomonas_syringae_pv._tomato	no_rank	Pseudomonas_syringae_pv._tomato	Bacteria	0.00498864802662271	1.3294601833863458E-7	2	0	0
590158	root|cellular_organisms|Bacteria|Terrabacteria_group|Firmicutes|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus|Enterococcus_pernyi	species	Enterococcus_pernyi	Bacteria	1.0605333650472426	2.8262905590025472E-5	6	1	3188572
329	root|cellular_organisms|Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Ralstonia|Ralstonia_pickettii	species	Ralstonia_pickettii	Bacteria	3.339934376049383	8.900827928497976E-5	32	0	0
1278298	root|cellular_organisms|Bacteria|Terrabacteria_group|Actinobacteria|Actinobacteria|Actinomycetales|Actinomycetaceae|Actinomyces|Actinomyces_slackii|Actinomyces_slackii_ATCC_49928	no_rank	Actinomyces_slackii_ATCC_49928	Bacteria	655.2586463373234	0.017462452261136255	1249	429	3171092
330	root|cellular_organisms|Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas_aeruginosa_group|Pseudomonas_oleovorans/pseudoalcaligenes_group|Pseudomonas_pseudoalcaligenes	species	Pseudomonas_pseudoalcaligenes	Bacteria	0.010097279852811789	2.690895700234508E-7	4	0	0
1442136	root|cellular_organisms|Bacteria|Proteobacteria|Gammaproteobacteria|Chromatiales|Ectothiorhodospiraceae|Ectothiorhodospira|Ectothiorhodospira_sp._BSL-9	species	Ectothiorhodospira_sp._BSL-9	Bacteria	0.0036900369003690036	9.833840968708572E-8	1	0	3550080
337	root|cellular_organisms|Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Burkholderia|Burkholderia_glumae	species	Burkholderia_glumae	Bacteria	1.007843137254902	2.6858726350888076E-5	3	1	0
338	root|cellular_organisms|Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Xanthomonas	genus	Xanthomonas	Bacteria	9.695228279501373	2.5837501258160436E-4	50	6	0
339	root|cellular_organisms|Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Xanthomonas|Xanthomonas_campestris	species	Xanthomonas_campestris	Bacteria	2.507843137254902	6.683328988868843E-5	6	1	0
340	root|cellular_organisms|Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Xanthomonas|Xanthomonas_campestris|Xanthomonas_campestris_pv._campestris	no_rank	Xanthomonas_campestris_pv._campestris	Bacteria	2.507843137254902	6.683328988868843E-5	6	1	0
343	root|cellular_organisms|Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Xanthomonas|Xanthomonas_translucens	species	Xanthomonas_translucens	Bacteria	0.00784313725490196	2.0901732568784495E-7	2	0	0
639313	root|cellular_organisms|Bacteria|Terrabacteria_group|Actinobacteria|Actinobacteria|Corynebacteriales|Mycobacteriaceae|Hoyosella|Hoyosella_subflava	species	Hoyosella_subflava	Bacteria	1.3497549019607842	3.597057539259257E-5	7	0	0
147802	root|cellular_organisms|Bacteria|Terrabacteria_group|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus_iners	species	Lactobacillus_iners	Bacteria	129.5345238095238	0.0034520573682416808	236	35	0
346	root|cellular_organisms|Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Xanthomonas|Xanthomonas_citri_group|Xanthomonas_citri	species	Xanthomonas_citri	Bacteria	0.16953242835595778	4.5179898860218794E-6	3	0	0
347	root|cellular_organisms|Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Xanthomonas|Xanthomonas_oryzae	species	Xanthomonas_oryzae	Bacteria	0.00784313725490196	2.0901732568784495E-7	2	0	0
351	root|cellular_organisms|Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Azotobacter_group	subfamily	Azotobacter_group	Bacteria	1.0201945597056234	2.7187888165247134E-5	5	1	0
147810	root|cellular_organisms|Bacteria|Terrabacteria_group|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus_aviarius|Lactobacillus_aviarius_subsp._aviarius	subspecies	Lactobacillus_aviarius_subsp._aviarius	Bacteria	0.8674289658211499	2.3116729539164004E-5	43	0	0
352	root|cellular_organisms|Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Azotobacter_group|Azotobacter	genus	Azotobacter	Bacteria	1.0201945597056234	2.7187888165247134E-5	5	1	0
353	root|cellular_organisms|Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Azotobacter_group|Azotobacter|Azotobacter_chroococcum	species	Azotobacter_chroococcum	Bacteria	1.0100972798528118	2.6918798595223684E-5	5	1	0
360807	root|cellular_organisms|Bacteria|Terrabacteria_group|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Roseburia|Roseburia_inulinivorans	species	Roseburia_inulinivorans	Bacteria	14.232739304494258	3.792983610963027E-4	161	4	0
354	root|cellular_organisms|Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Azotobacter_group|Azotobacter|Azotobacter_vinelandii	species	Azotobacter_vinelandii	Bacteria	0.010097279852811789	2.690895700234508E-7	4	0	0
356	root|cellular_organisms|Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales	order	Rhizobiales	Bacteria	142.21142781883367	0.0037898931714301903	701	4	0
357	root|cellular_organisms|Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Rhizobium/Agrobacterium_group|Agrobacterium	genus	Agrobacterium	Bacteria	0.880582885200696	2.3467277663169852E-5	23	0	0
1638773	root|cellular_organisms|Bacteria|Terrabacteria_group|Actinobacteria|Actinobacteria|Corynebacteriales|Mycobacteriaceae|Mycobacterium|Mycobacterium_sp._UM_11	species	Mycobacterium_sp._UM_11	Bacteria	0.010638297872340425	2.835075428212791E-7	1	0	5219141
98671	root|cellular_organisms|Bacteria|Terrabacteria_group|Actinobacteria|Actinobacteria|Micrococcales|Micrococcaceae|Pseudoglutamicibacter|Pseudoglutamicibacter_albus	species	Pseudoglutamicibacter_albus	Bacteria	0.1705276705276705	4.544512800307633E-6	2	0	0
1638774	root|cellular_organisms|Bacteria|Terrabacteria_group|Actinobacteria|Actinobacteria|Corynebacteriales|Mycobacteriaceae|Mycobacterium|Mycobacterium_sp._UM_3	species	Mycobacterium_sp._UM_3	Bacteria	0.010638297872340425	2.835075428212791E-7	1	0	5226159
1737066	root|cellular_organisms|Bacteria|Terrabacteria_group|Actinobacteria|Actinobacteria|Streptomycetales|Streptomycetaceae|Streptomyces|Streptomyces_sp._AVP053U2	species	Streptomyces_sp._AVP053U2	Bacteria	0.012987012987012988	3.461001172103926E-7	1	0	7759417
1278306	root|cellular_organisms|Bacteria|Fusobacteria|Fusobacteriia|Fusobacteriales|Fusobacteriaceae|Fusobacterium|Fusobacterium_russii|Fusobacterium_russii_ATCC_25533	no_rank	Fusobacterium_russii_ATCC_25533	Bacteria	22525.28402014652	0.6002922648468972	22835	22349	1941804
98672	root|cellular_organisms|Bacteria|Terrabacteria_group|Actinobacteria|Actinobacteria|Micrococcales|Micrococcaceae|Arthrobacter|Arthrobacter_luteolus	species	Arthrobacter_luteolus	Bacteria	0.4333333333333333	1.1548207244253433E-5	3	0	0
1278304	root|cellular_organisms|Bacteria|Terrabacteria_group|Tenericutes|Mollicutes|Acholeplasmatales|Acholeplasmataceae|Acholeplasma|Acholeplasma_granularum|Acholeplasma_granularum_ATCC_19168	no_rank	Acholeplasma_granularum_ATCC_19168	Bacteria	4.011204481792717	1.0689743228035499E-4	15	0	1453539
1278311	root|cellular_organisms|Bacteria|Terrabacteria_group|Tenericutes|Mollicutes|Acholeplasmatales|Acholeplasmataceae|Acholeplasma|Acholeplasma_axanthum|Acholeplasma_axanthum_ATCC_25176	no_rank	Acholeplasma_axanthum_ATCC_25176	Bacteria	19.42906162464986	5.17778838929603E-4	32	15	1807123
557436	root|cellular_organisms|Bacteria|Terrabacteria_group|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus_reuteri|Lactobacillus_reuteri_DSM_20016	no_rank	Lactobacillus_reuteri_DSM_20016	Bacteria	0.00914726913129469	2.437720607241996E-7	2	0	1999618
328049	root|cellular_organisms|Bacteria|Terrabacteria_group|Actinobacteria|Actinobacteria|Corynebacteriales|Nocardiaceae|Nocardia|Nocardia_jejuensis	species	Nocardia_jejuensis	Bacteria	0.2727909953790433	7.269800651546245E-6	6	0	0
1278308	root|cellular_organisms|Bacteria|Terrabacteria_group|Actinobacteria|Actinobacteria|Micrococcales|Microbacteriaceae|Pseudoclavibacter|Pseudoclavibacter_faecalis|Zimmermannella_faecalis_ATCC_13722	no_rank	Zimmermannella_faecalis_ATCC_13722	Bacteria	0.16988416988416988	4.527363695400811E-6	2	0	2847348
1442156	root|cellular_organisms|Bacteria|Proteobacteria|Betaproteobacteria|Ferrovales|Ferrovaceae	family	Ferrovaceae	Bacteria	0.34509803921568627	9.196762330265177E-6	2	0	0
1704289	root|cellular_organisms|Bacteria|Terrabacteria_group|Firmicutes|Bacilli|Bacillales|Bacillaceae|Lysinibacillus|Lysinibacillus_sp._FJAT-14745	species	Lysinibacillus_sp._FJAT-14745	Bacteria	0.5127169811320755	1.3663758359448892E-5	3	0	5157153
379	root|cellular_organisms|Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Rhizobium/Agrobacterium_group|Rhizobium	genus	Rhizobium	Bacteria	1.0907861985729606	2.9069134800673678E-5	28	0	0
1868135	root|cellular_organisms|Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Enterobacter|Enterobacter_sp._HK169	species	Enterobacter_sp._HK169	Bacteria	0.8944129926917624	2.383584600359401E-5	147	0	4551186
1917281	root|cellular_organisms|Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas_sp._06C_126	species	Pseudomonas_sp._06C_126	Bacteria	0.002564102564102564	6.833258724410316E-8	1	0	6032271
